package_name,sha256,apk_name,size,year,apk_path,app_output_dir,contain_ad,is_downloaded,is_tested,issue,sensor_test_done,timestamp,device_serial
,88193535968ab58c2ca1acadf18bcac0e6f7b18be82008098ff7b444a3a17404,88193535968AB58C2CA1ACADF18BCAC0E6F7B18BE82008098FF7B444A3A17404.apk,32730961.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\88193535968AB58C2CA1ACADF18BCAC0E6F7B18BE82008098FF7B444A3A17404.apk,E:\\test\\output/88193535968AB58C2CA1ACADF18BCAC0E6F7B18BE82008098FF7B444A3A17404.apk,,1.0,0.0,,,2025-10-15 05:18:59,13.209.173.201:44055
,879785b850693dde4a188a3d7af00793a79d484ef1da573ce961ff271378d994,879785B850693DDE4A188A3D7AF00793A79D484EF1DA573CE961FF271378D994.apk,26069847.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\879785B850693DDE4A188A3D7AF00793A79D484EF1DA573CE961FF271378D994.apk,E:\\test\\output/879785B850693DDE4A188A3D7AF00793A79D484EF1DA573CE961FF271378D994.apk,,1.0,0.0,,,2025-10-15 05:19:00,13.209.173.201:44055
,877cdde32ba516402d69d1b45c00d2d976de36aad68e397f584de0f595aea3fc,877CDDE32BA516402D69D1B45C00D2D976DE36AAD68E397F584DE0F595AEA3FC.apk,22600672.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\877CDDE32BA516402D69D1B45C00D2D976DE36AAD68E397F584DE0F595AEA3FC.apk,E:\\test\\output/877CDDE32BA516402D69D1B45C00D2D976DE36AAD68E397F584DE0F595AEA3FC.apk,,1.0,0.0,,,2025-10-15 05:19:00,13.209.173.201:44055
,873764ddcfd0d1f5ec6ab60ba9c0d8b81c409685f373d6d3609fd02e0f97ddba,873764DDCFD0D1F5EC6AB60BA9C0D8B81C409685F373D6D3609FD02E0F97DDBA.apk,52716648.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\873764DDCFD0D1F5EC6AB60BA9C0D8B81C409685F373D6D3609FD02E0F97DDBA.apk,E:\\test\\output/873764DDCFD0D1F5EC6AB60BA9C0D8B81C409685F373D6D3609FD02E0F97DDBA.apk,,1.0,0.0,,,2025-10-15 05:19:02,13.209.173.201:44055
,87305e107a48255be8ea9d71c2cb3772a499abf10c95e55b4118a8e08b458587,87305E107A48255BE8EA9D71C2CB3772A499ABF10C95E55B4118A8E08B458587.apk,13002588.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\87305E107A48255BE8EA9D71C2CB3772A499ABF10C95E55B4118A8E08B458587.apk,E:\\test\\output/87305E107A48255BE8EA9D71C2CB3772A499ABF10C95E55B4118A8E08B458587.apk,,1.0,0.0,,,2025-10-15 05:19:03,13.209.173.201:44055
,86b690dc5465a6e3d03bf306e130dee4d8889fdf1b05b20478d0bc74007141a1,86B690DC5465A6E3D03BF306E130DEE4D8889FDF1B05B20478D0BC74007141A1.apk,47242119.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\86B690DC5465A6E3D03BF306E130DEE4D8889FDF1B05B20478D0BC74007141A1.apk,E:\\test\\output/86B690DC5465A6E3D03BF306E130DEE4D8889FDF1B05B20478D0BC74007141A1.apk,,1.0,0.0,,,2025-10-15 05:19:05,13.209.173.201:44055
,85626ab5b75772f1ea6b20a6d2bc1a8356f863cffd6d2126e379528f746864d4,85626AB5B75772F1EA6B20A6D2BC1A8356F863CFFD6D2126E379528F746864D4.apk,28230543.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\85626AB5B75772F1EA6B20A6D2BC1A8356F863CFFD6D2126E379528F746864D4.apk,E:\\test\\output/85626AB5B75772F1EA6B20A6D2BC1A8356F863CFFD6D2126E379528F746864D4.apk,,1.0,0.0,,,2025-10-15 05:19:06,13.209.173.201:44055
,19ba8ad528a5a74fdf83116031bc1c64fc9562a6680765ab03060ab649cdf348,19BA8AD528A5A74FDF83116031BC1C64FC9562A6680765AB03060AB649CDF348.apk,50201316.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\19BA8AD528A5A74FDF83116031BC1C64FC9562A6680765AB03060AB649CDF348.apk,E:\\test\\output/19BA8AD528A5A74FDF83116031BC1C64FC9562A6680765AB03060AB649CDF348.apk,,1.0,0.0,,,2025-10-15 05:19:07,13.209.173.201:44055
,194afb5aeeb140ab19cc9930c510eaad253274d8f32163aa6496aeeb82f30d97,194AFB5AEEB140AB19CC9930C510EAAD253274D8F32163AA6496AEEB82F30D97.apk,32987331.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\194AFB5AEEB140AB19CC9930C510EAAD253274D8F32163AA6496AEEB82F30D97.apk,E:\\test\\output/194AFB5AEEB140AB19CC9930C510EAAD253274D8F32163AA6496AEEB82F30D97.apk,,1.0,0.0,,,2025-10-15 05:19:08,13.209.173.201:44055
,174882695ba1c134cbbb99ad0c7b8eb8e7475f15309537eee16957d3126cecf1,174882695BA1C134CBBB99AD0C7B8EB8E7475F15309537EEE16957D3126CECF1.apk,37406217.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\174882695BA1C134CBBB99AD0C7B8EB8E7475F15309537EEE16957D3126CECF1.apk,E:\\test\\output/174882695BA1C134CBBB99AD0C7B8EB8E7475F15309537EEE16957D3126CECF1.apk,,1.0,0.0,,,2025-10-15 05:19:09,13.209.173.201:44055
,18de4d2dcb77c25e6ccfec76e351bdb65013119315a9986da2016c03c481f692,18DE4D2DCB77C25E6CCFEC76E351BDB65013119315A9986DA2016C03C481F692.apk,48127217.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\18DE4D2DCB77C25E6CCFEC76E351BDB65013119315A9986DA2016C03C481F692.apk,E:\\test\\output/18DE4D2DCB77C25E6CCFEC76E351BDB65013119315A9986DA2016C03C481F692.apk,,1.0,0.0,,,2025-10-15 05:19:09,13.209.173.201:44055
,16be7928afea083aabd23a27a82d0865193dc439964fa9d43debd2aae31172c6,16BE7928AFEA083AABD23A27A82D0865193DC439964FA9D43DEBD2AAE31172C6.apk,46905859.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\16BE7928AFEA083AABD23A27A82D0865193DC439964FA9D43DEBD2AAE31172C6.apk,E:\\test\\output/16BE7928AFEA083AABD23A27A82D0865193DC439964FA9D43DEBD2AAE31172C6.apk,,1.0,0.0,,,2025-10-15 05:19:11,13.209.173.201:44055
,16920d9cb5fdf8836135f597947ac526b8557f2df5254d76a92062c793163e2a,16920D9CB5FDF8836135F597947AC526B8557F2DF5254D76A92062C793163E2A.apk,58737356.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\16920D9CB5FDF8836135F597947AC526B8557F2DF5254D76A92062C793163E2A.apk,E:\\test\\output/16920D9CB5FDF8836135F597947AC526B8557F2DF5254D76A92062C793163E2A.apk,,1.0,0.0,,,2025-10-15 05:19:12,13.209.173.201:44055
,16779893463f69022bc65c515a63c2b819a94505ba16c0a8c47ad796f3488bf1,16779893463F69022BC65C515A63C2B819A94505BA16C0A8C47AD796F3488BF1.apk,9604642.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\16779893463F69022BC65C515A63C2B819A94505BA16C0A8C47AD796F3488BF1.apk,E:\\test\\output/16779893463F69022BC65C515A63C2B819A94505BA16C0A8C47AD796F3488BF1.apk,,1.0,0.0,,,2025-10-15 05:19:12,13.209.173.201:44055
,161761845b964bf291bf6627a531660842566e214dda0d571c3049090cee7daa,161761845B964BF291BF6627A531660842566E214DDA0D571C3049090CEE7DAA.apk,64874906.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\161761845B964BF291BF6627A531660842566E214DDA0D571C3049090CEE7DAA.apk,E:\\test\\output/161761845B964BF291BF6627A531660842566E214DDA0D571C3049090CEE7DAA.apk,,1.0,0.0,,,2025-10-15 05:19:13,13.209.173.201:44055
,0b607c9ba7ab92631f633cc9455d43863e373a4880dbacc242a328a6c044d69c,0B607C9BA7AB92631F633CC9455D43863E373A4880DBACC242A328A6C044D69C.apk,21187764.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\0B607C9BA7AB92631F633CC9455D43863E373A4880DBACC242A328A6C044D69C.apk,E:\\test\\output/0B607C9BA7AB92631F633CC9455D43863E373A4880DBACC242A328A6C044D69C.apk,,1.0,1.0,,,2025-10-15 00:15:45,13.209.173.201:44055
,0ad04de95c49bbad4a924977cca629ca9cb1b866fb93b7a9bc9176ae2cc63d46,0AD04DE95C49BBAD4A924977CCA629CA9CB1B866FB93B7A9BC9176AE2CC63D46.apk,11328399.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\0AD04DE95C49BBAD4A924977CCA629CA9CB1B866FB93B7A9BC9176AE2CC63D46.apk,E:\\test\\output/0AD04DE95C49BBAD4A924977CCA629CA9CB1B866FB93B7A9BC9176AE2CC63D46.apk,,1.0,1.0,,,2025-10-15 00:28:18,13.209.173.201:44055
,0a5bc0e05c6bace17a83ccc790e1d96e8a6548bcb59c629c08a9b4c772061e78,0A5BC0E05C6BACE17A83CCC790E1D96E8A6548BCB59C629C08A9B4C772061E78.apk,56515295.0,,D:\NKU\Work\Work2\datasets\androzoo\androzoo_apks\0A5BC0E05C6BACE17A83CCC790E1D96E8A6548BCB59C629C08A9B4C772061E78.apk,E:\\test\\output/0A5BC0E05C6BACE17A83CCC790E1D96E8A6548BCB59C629C08A9B4C772061E78.apk,,1.0,1.0,,,2025-10-15 00:36:58,13.209.173.201:44055
